ID,Item,Company,Quantity,Currency,Conversion Rate,ID (Items),Item Code (Items),Qty (Items),Rate (Items),UOM (Items)
,,,,,,k6d1hh4t25,"Flat Brushes - Size 1,3,5,6",1,88.75,Nos
,,,,,,k6doffaide,A4 Size Plain Sheets (25 sheets),1,18.64,Nos
,,,,,,k6dp63v2j5,India Political Map (Booklet of 10),1,0,Nos
,,,,,,k6dq5jnr5e,India Outline Maps,1,0.6,Nos
BOM-SMS Grade 8 Notebook-001,SMS Grade 8 Notebook,Inventre Edu Services Pvt Ltd,1,INR,1,fd2jlr332c,Crown 200 pages Single ruled,9,38,Nos
,,,,,,fd2jnnb5se,Crown 100 pages Single ruled,4,20,Nos
,,,,,,fd2pmqb6g2,Crown 200 pages Maths ruled,4,38,Nos
,,,,,,fd2d1m8vqh,50 Pages Plain Drawing Book,1,26,Nos
,,,,,,fd2i4kghd8,Long 50 Pages Graph Book,1,16,Nos
,,,,,,fd2s4na8hh,100 Pages OSR Single Ruled Record Book,1,43,Nos
,,,,,,fd2g4came1,Crown 100 pages OSR Single Leaved,1,20,Nos
BOM-SMS Grade 8 Telugu-001,SMS Grade 8 Telugu,Inventre Edu Services Pvt Ltd,1,INR,1,8670tkn2gq,Nava Vasantham - 3,1,0,Nos
,,,,,,867j9lgjeg,Vyakaran Jyothi,1,0,Nos
,,,,,,867ut9578b,Baag Bagicha Bhag-3,1,0,Nos
BOM-SMS Grade 8 Hindi-001,SMS Grade 8 Hindi,Inventre Edu Services Pvt Ltd,1,INR,1,6uck1b1qvn,Malhaar 8,1,55.25,Nos
,,,,,,6ucl0bvt4f,Hindi Vyakaran thatha rachana - 8 (with a CD),1,299.2,Nos
,,,,,,6uc0h3p373,Vennela - 3 Telugu Vaachakam,1,0,Nos
BOM-SMS Grade 7 Stationery-001,SMS Grade 7 Stationery,Inventre Edu Services Pvt Ltd,1,INR,1,40ek4c4a6g,SMS Flat File,1,13.14,Nos
,,,,,,40eikgdfub,File Folder,10,4.45,Nos
,,,,,,40e6k4kuf3,A4 Size Colour Paper Packet (25 sheets),1,19.49,Nos
,,,,,,40e8jgjd4n,Transparent Roll,2,33.9,Nos
,,,,,,40ep68rlp9,SMS Label Sheet,2,4.24,Nos
,,,,,,40eueec6bm,Acrylic Colour Set,1,180,Nos
,,,,,,40es76h9mf,Colour Pencils - Set of 12,1,59,Nos
,,,,,,40e1l1be7f,Poster Paint (6 Shades),1,50,Nos
,,,,,,40eh9ss3rg,"Flat Brushes - Size 1,3,5,6",1,88.75,Nos
,,,,,,40ej6gupp1,A4 Size Plain Sheets (25 sheets),1,18.64,Nos
,,,,,,40e5c7ftcs,India Political Map (Booklet of 10),1,0,Nos
,,,,,,40eve20hlu,India Outline Maps,2,0.6,Nos
BOM-SMS Grade 7 Notebook-001,SMS Grade 7 Notebook,Inventre Edu Services Pvt Ltd,1,INR,1,tj8d4es5p7,Crown 200 pages Single ruled,9,38,Nos
,,,,,,tj85eaudb0,Crown 100 pages Single ruled,2,20,Nos
,,,,,,tj87a1873p,Crown 200 pages Maths ruled,4,38,Nos
,,,,,,tj84289mgt,50 Pages Plain Drawing Book,1,26,Nos
,,,,,,tj80bnob40,Long 50 Pages Graph Book,1,16,Nos
,,,,,,tj8h7noi48,100 Pages OSR Single Ruled Record Book,1,43,Nos
,,,,,,tj824q3dak,Crown 100 pages OSR Single Leaved,1,20,Nos
BOM-SMS Grade 7 Telugu-001,SMS Grade 7 Telugu,Inventre Edu Services Pvt Ltd,1,INR,1,o7nigjorgu,Nava Vasantham - 2,1,0,Nos
,,,,,,o7ngsk4217,Baag Bagicha Bhag-2,1,0,Nos
,,,,,,o7n1k86oae,Vyakaran Jyothi,1,0,Nos
BOM-SMS Grade 7 Hindi-001,SMS Grade 7 Hindi,Inventre Edu Services Pvt Ltd,1,INR,1,ha7iuqep9t,Malhaar 7,1,65,Nos
,,,,,,ha7dq59qhk,Hindi Vyakaran thatha rachana - 7 (with a CD),1,292.4,Nos
,,,,,,ha7v74i5ja,Vennela - 2 Telugu Vaachakam,1,0,Nos
BOM-SMS Grade 6 Stationery-001,SMS Grade 6 Stationery,Inventre Edu Services Pvt Ltd,1,INR,1,5qt58qqluu,SMS Flat File,1,13.14,Nos
,,,,,,5qthp1kj6g,File Folder,10,4.45,Nos
,,,,,,5qtm200h9n,A4 Size Colour Paper Packet (25 sheets),1,19.49,Nos
,,,,,,5qttf3m41f,Transparent Roll,2,33.9,Nos
,,,,,,5qtjjmrjej,SMS Label Sheet,1,4.24,Nos
,,,,,,5qt5flr7i3,Acrylic Colour Set,1,180,Nos
,,,,,,5qtofgt665,Colour Pencils - Set of 12,1,59,Nos
,,,,,,5qt7rne25l,Poster Paint (6 Shades),1,50,Nos
,,,,,,5qtvifmn4q,"Flat Brushes - Size 1,3,5,6",1,88.75,Nos
,,,,,,5qtblmrfpp,A4 Size Plain Sheets (25 sheets),1,18.64,Nos
,,,,,,5qt86cvf6t,India Political Map (Booklet of 10),1,0,Nos
,,,,,,5qttesnajg,India Outline Maps,1,0.6,Nos
BOM-SMS Grade 6 Notebook-001,SMS Grade 6 Notebook,Inventre Edu Services Pvt Ltd,1,INR,1,v2af47l5p7,Crown 200 pages Single ruled,9,38,Nos
,,,,,,v2ag3fpog3,Crown 100 pages Single ruled,2,20,Nos
,,,,,,v2adb866sv,Crown 200 pages Maths ruled,4,38,Nos
,,,,,,v2adnq6rdv,50 Pages Plain Drawing Book,1,26,Nos
,,,,,,v2aujol14k,Long 50 Pages Graph Book,1,16,Nos
,,,,,,v2akh54v8f,100 Pages OSR Single Ruled Record Book,1,43,Nos
,,,,,,v2aq6cmgkn,Crown 100 pages OSR Single Leaved,1,20,Nos
BOM-SMS Grade 6 Telugu-001,SMS Grade 6 Telugu,Inventre Edu Services Pvt Ltd,1,INR,1,qolafgpek2,Nava Vasantham - 1,1,0,Nos
,,,,,,qolqp2f8be,Baag Bagicha Bhag-1,1,0,Nos
,,,,,,qolic1k9gp,Vyakaran Jyothi,1,0,Nos
BOM-SMS Grade 6 Hindi-001,SMS Grade 6 Hindi,Inventre Edu Services Pvt Ltd,1,INR,1,q3ecieq8do,Malhaar 6,1,55,Nos
,,,,,,q3efj1592v,Hindi Vyakaran thatha rachana - 6 (with a CD),1,292,Nos
,,,,,,q3e23tqk3e,Vennela - 1 Telugu Vaachakam,1,0,Nos
BOM-SMS Grade 5 Stationery-001,SMS Grade 5 Stationery,Inventre Edu Services Pvt Ltd,1,INR,1,p2f5j16jki,Fevistik,1,12.5,Nos
,,,,,,p2feado3i0,Poster Paint (6 Shades),1,50,Nos
,,,,,,p2f69lr9ka,Pencils (1 box),1,35.4,Nos
,,,,,,p2f36kdj51,Red pencil (Nataraj),2,4.5,Nos
,,,,,,p2f5mg1rql,Erasers,2,1.77,Nos
,,,,,,p2fnlmovrl,Sharpener,2,1.77,Nos
,,,,,,p2fgra35dv,Transparent Roll,2,33.9,Nos
,,,,,,p2fnrhff80,SMS Label Sheet,2,4.24,Nos
,,,,,,p2fre9a289,SMS Flat File,1,13.14,Nos
,,,,,,p2fnhochng,File Folder,6,4.45,Nos
,,,,,,p2f6um2qr8,Oil pastel- 12 shades,1,0,Nos
,,,,,,p2fkknmf2p,Marker Pen-Black CD Marker,1,0,Nos
,,,,,,p2ftrgbpsq,Fevicol,1,12.5,Nos
,,,,,,p2fflkmo0m,Sketch Pens,1,17.5,Nos
,,,,,,p2fkf471vm,A4 Size Colour Paper Packet (25 sheets),1,19.49,Nos
,,,,,,p2f87ge3sj,Legal Size Button Folder,1,10.17,Nos
,,,,,,p2fjihd778,Geometry Box,1,0,Nos
,,,,,,p2fdtt8u90,"Flat Brushes - Size 1,3,5,6",1,88.75,Nos
,,,,,,p2flahmj3n,World Map Outline (Latitudes Marked),10,0,Nos
,,,,,,p2f17cre2o,India Political,5,0.6,Nos
,,,,,,p2fau4fv26,India Physical,5,0,Nos
BOM-WM JK Magic Box Girls Grade 9-001,WM JK Magic Box Girls Grade 9,Inventre Edu Services Pvt Ltd,1,INR,1,of9hckorv9,WM JK Maroon Polo,2,0,Nos
,,,,,,of97pcra2g,WM JK Girls Pant,2,0,Nos
,,,,,,of9b9jhbu9,WM JK Sports Polo,1,0,Nos
,,,,,,of93evuu0m,WM JK Sports Track,1,0,Nos
,,,,,,of9ovdgahi,WM JK Regular Socks,2,0,Nos
,,,,,,of90rphckc,WM JK Sports Socks,1,0,Nos
,,,,,,of91bp7v2e,WM JK Belt,1,0,Nos
,,,,,,of9ebqdkr2,WM JK Caps,1,0,Nos
,,,,,,of9l17qda9,WM JK Hoodie,1,0,Nos
,,,,,,of9l4sndck,WM JK Secondary Bag,1,0,Nos
,,,,,,of9gkbvtim,WM JK Shoes,1,0,Nos
,,,,,,b79sr2j1bk,WM JK Grade 9 Bookkit,1,0,Nos
BOM-WM JK Magic Box Boys Grade 9-001,WM JK Magic Box Boys Grade 9,Inventre Edu Services Pvt Ltd,1,INR,1,kr9r2lea1b,WM JK Maroon Polo,2,0,Nos
,,,,,,kr9ihrfm7h,WM JK Boys Pant,2,0,Nos
,,,,,,kr9nml79ik,WM JK Sports Polo,1,0,Nos
,,,,,,kr93kq22j2,WM JK Sports Track,1,0,Nos
,,,,,,kr9qgilg18,WM JK Regular Socks,2,0,Nos
,,,,,,kr9lq0lt8u,WM JK Sports Socks,1,0,Nos
,,,,,,kr9bf0e7eb,WM JK Belt,1,0,Nos
,,,,,,kr9ao2kp0l,WM JK Caps,1,0,Nos
,,,,,,kr98h3sliu,WM JK Hoodie,1,0,Nos
,,,,,,kr9rke2rka,WM JK Secondary Bag,1,0,Nos
,,,,,,kr9rs1hpkk,WM JK Shoes,1,0,Nos
,,,,,,bc1t30ngn5,WM JK Grade 9 Bookkit,1,0,Nos
BOM-SMS Grade 5 Notebook-001,SMS Grade 5 Notebook,Inventre Edu Services Pvt Ltd,1,INR,1,jam451plb2,Crown 100 pages Single ruled,12,20,Nos
,,,,,,jam3ve0tq2,Crown 100 pages OSR Single Leaved,4,20,Nos
,,,,,,jamtiam349,50 Pages Plain Drawing Book,1,26,Nos
BOM-SMS Grade 5 Telugu-001,SMS Grade 5 Telugu,Inventre Edu Services Pvt Ltd,1,INR,1,h8hvkg1thl,Saraswati Telugu - BOOK 5,1,125,Nos
,,,,,,h8haapbe74,Vyakaran Jyothi,1,0,Nos
,,,,,,h8hov3sol2,Ankush Hindi Praveshika-2,1,0,Nos
BOM-SMS Grade 5 Hindi-001,SMS Grade 5 Hindi,Inventre Edu Services Pvt Ltd,1,INR,1,ghvm0dj6cv,Navbharti Revised 5,1,192,Nos
,,,,,,ghvqeuo5pr,Sahaj hindi vyakaran pt 5,1,186,Nos
,,,,,,ghvbs6322i,Saraswati Telugu - BOOK 2,1,115,Nos
BOM-SMS Grade 4 Stationery-001,SMS Grade 4 Stationery,Inventre Edu Services Pvt Ltd,1,INR,1,f4pl9psadm,Fevistik,1,12.5,Nos
,,,,,,f4pglktb8g,Colour Pencils - Set of 12,1,59,Nos
,,,,,,f4ppfmrsfu,Pencils (1 box),1,35.4,Nos
,,,,,,f4pqfis3ns,Red pencil (Nataraj),2,4.5,Nos
,,,,,,f4pr47asg2,Erasers,2,1.77,Nos
,,,,,,f4pfq3n073,Sharpener,2,1.77,Nos
,,,,,,f4pg0jddlm,Transparent Roll,2,33.9,Nos
,,,,,,f4p97lftc5,SMS Label Sheet,2,4.24,Nos
,,,,,,f4pimuqouj,SMS Flat File,1,13.14,Nos
,,,,,,f4p3ma8ajh,File Folder,6,4.45,Nos
,,,,,,f4pis2lkqj,Oil pastel- 12 shades,1,0,Nos
,,,,,,f4pj26h0v5,Scale,1,0,Nos
,,,,,,f4p196408u,Fevicol,1,12.5,Nos
,,,,,,f4pauuf7m5,Sketch Pens,1,17.5,Nos
,,,,,,f4phdbq8gm,A4 Size Colour Paper Packet (25 sheets),1,19.49,Nos
,,,,,,f4pmvpqkra,World Map Outline,5,0,Nos
,,,,,,f4pelb8v23,India Political,5,0.6,Nos
,,,,,,f4pm5krc06,India Physical,5,0,Nos
BOM-SMS Grade 4 Notebook-001,SMS Grade 4 Notebook,Inventre Edu Services Pvt Ltd,1,INR,1,b9grer07fj,Crown 100 pages Single ruled,12,20,Nos
,,,,,,b9gm0accib,Crown 100 pages OSR Single Leaved,4,20,Nos
,,,,,,b9gvsqcrh6,50 Pages Plain Drawing Book,1,26,Nos
BOM-SMS Grade 4 Telugu-001,SMS Grade 4 Telugu,Inventre Edu Services Pvt Ltd,1,INR,1,9ar8ohf8a7,Saraswati Telugu - BOOK 4,1,125,Nos
,,,,,,9arh659bnf,Vyakaran Jyothi,1,0,Nos
,,,,,,9arr0uc5m7,Swar Gyan 4,1,0,Nos
BOM-SMS Grade 4 Hindi-001,SMS Grade 4 Hindi,Inventre Edu Services Pvt Ltd,1,INR,1,6p09ns0hkh,Navbharti Revised – 4,1,188,Nos
,,,,,,6p0391l3re,Sahaj hindi vyakaran pt 4,1,178,Nos
,,,,,,6p0q1rdfk6,Saraswati Telugu-Book 1,1,105,Nos
BOM-SMS Grade 3 Stationery-001,SMS Grade 3 Stationery,Inventre Edu Services Pvt Ltd,1,INR,1,v33ljji9b4,Fevistik,1,12.5,Nos
,,,,,,v33qt30po3,Colour Pencils - Set of 12,1,59,Nos
,,,,,,v33417snc3,Pencils (1 box),1,35.4,Nos
,,,,,,v33eaa5lgk,Red pencil (Nataraj),2,4.5,Nos
,,,,,,v33g18ilbc,Erasers,2,1.77,Nos
,,,,,,v33vnmod1g,Sharpener,2,1.77,Nos
,,,,,,v33o3mhjt6,Transparent Roll,2,33.9,Nos
,,,,,,v335eov2i5,SMS Label Sheet,2,4.24,Nos
,,,,,,v33fv6ubis,SMS Flat File,1,13.14,Nos
,,,,,,v33054el81,File Folder,6,4.45,Nos
,,,,,,v338410i8m,Oil pastel- 12 shades,1,0,Nos
,,,,,,v33v1bl5fa,Scale,1,0,Nos
,,,,,,v335e7b7pm,Fevicol,1,12.5,Nos
,,,,,,v33snvopar,Sketch Pens,1,17.5,Nos
,,,,,,v33upq6ivl,A4 Size Colour Paper Packet (25 sheets),1,19.49,Nos
,,,,,,1mqebbd64g,World Map Outline,4,0,Nos
,,,,,,1mqqbporip,India Political,6,0.6,Nos
,,,,,,1mqepm40sm,India Physical,6,0,Nos
BOM-SMS Grade 3 Notebook-001,SMS Grade 3 Notebook,Inventre Edu Services Pvt Ltd,1,INR,1,4uma1tdqdm,Crown 100 pages Single ruled,8,20,Nos
,,,,,,4um66sp13b,Crown 100 pages Board ruled,4,20,Nos
,,,,,,4um2hfg22k,Crown 100 pages OSR Single Leaved,3,20,Nos
,,,,,,4umnvvtbm4,50 Pages Plain Drawing Book,1,26,Nos
BOM-SMS Grade 3 Textbook-001,SMS Grade 3 Textbook,Inventre Edu Services Pvt Ltd,1,INR,1,udiu713d37,Junior Mini Dictionary,1,185.24,Nos
BOM-SMS Grade 3 Telugu-001,SMS Grade 3 Telugu,Inventre Edu Services Pvt Ltd,1,INR,1,r0kaejdngr,Saraswati Telugu-Book 3,1,125,Nos
,,,,,,r0ko22retu,Shabd Gyan,1,0,Nos
BOM-SMS Grade 3 Hindi-001,SMS Grade 3 Hindi,Inventre Edu Services Pvt Ltd,1,INR,1,pocv0qfbhv,Navbharti Revised 3,1,184,Nos
,,,,,,pocp413ltp,Saraswati Telugu-Book 1,1,105,Nos
BOM-SMS Grade 2 Stationery-001,SMS Grade 2 Stationery,Inventre Edu Services Pvt Ltd,1,INR,1,q3ejbf6rhh,Fevistik,1,12.5,Nos
,,,,,,q3e8kgi4eg,Colour Pencils - Set of 12,1,59,Nos
,,,,,,q3edrn68o3,Pencils (1 box),1,35.4,Nos
,,,,,,q3epnm7h9r,Red pencil (Nataraj),2,4.5,Nos
,,,,,,q3enfh08s8,Erasers,2,1.77,Nos
,,,,,,q3er1v6a9u,Sharpener,2,1.77,Nos
,,,,,,q3eut270ra,Transparent Roll,1,33.9,Nos
,,,,,,q3e95olijt,SMS Label Sheet,2,4.24,Nos
,,,,,,q3elakejla,SMS Flat File,1,13.14,Nos
,,,,,,q3e3r8dto9,Legal Size Button Folder,1,10.17,Nos
,,,,,,q3emr7ot7i,A4 Size Colour Paper Packet (25 sheets),1,19.49,Nos
BOM-SMS Grade 2 Notebook-001,SMS Grade 2 Notebook,Inventre Edu Services Pvt Ltd,1,INR,1,d5eo5ouv0i,Crown 100 Pages Four Ruled,6,20,Nos
,,,,,,d5eooc4o8m,Crown 100 Pages Double Ruled,4,20,Nos
,,,,,,d5e231off7,Crown 100 Pages Small Check Ruled,3,20,Nos
,,,,,,d5ed2ani61,50 Pages Plain Drawing Book,1,26,Nos
BOM-SMS Grade 2 Telugu-001,SMS Grade 2 Telugu,Inventre Edu Services Pvt Ltd,1,INR,1,90l1j7c8qp,Saraswati Telugu - BOOK 2,1,115,Nos
,,,,,,90ltkskefb,Saral Bhasha - Praveshika -B,1,0,Nos
BOM-SMS Grade 2 Hindi-001,SMS Grade 2 Hindi,Inventre Edu Services Pvt Ltd,1,INR,1,761gc04k6k,Navbharti Revised 2,1,172,Nos
,,,,,,761jd5cgh9,Saraswati Telugu- UKG,1,80,Nos
BOM-SAS Suchitra Grade 9 BookkitTelugu 2nd Lan Hin 3rd Lan-001,SAS Suchitra Grade 9 BookkitTelugu 2nd Lan Hin 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,9ki099t1lh,Grade 9 Mandate Textbook,1,0,Nos
,,,,,,9ki8p97j84,SAS Grade 9 Telugu,1,0,Nos
,,,,,,9kid5g6hql,SAS Grade 9 Notebook,1,0,Nos
,,,,,,9kifil06d2,SAS BP Grade 9 Stationery,1,0,Nos
,,,,,,9kiho48tud,SAS Suchitra Other,1,0,Nos
,,,,,,9kil2o39aq,SAS Program,1,0,Nos
BOM-SAS Suchitra Grade 9 BookkitFrench 2nd Lan Tel 3rd Lan-001,SAS Suchitra Grade 9 BookkitFrench 2nd Lan Tel 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,8tfvva9rvb,Grade 9 Mandate Textbook,1,0,Nos
,,,,,,8tfu7ejigf,SAS Grade 9 French,1,0,Nos
,,,,,,8tfk9b7qb7,SAS Grade 9 Notebook,1,0,Nos
,,,,,,8tfvrnm8on,SAS BP Grade 9 Stationery,1,0,Nos
,,,,,,8tfc2p7ma2,SAS Suchitra Other,1,0,Nos
,,,,,,8tf1b7hjpq,SAS Program,1,0,Nos
BOM-SAS Suchitra Grade 9 BookkitHindi 2nd Lan Tel 3rd Lan-001,SAS Suchitra Grade 9 BookkitHindi 2nd Lan Tel 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,8bbnfmofmj,Grade 9 Mandate Textbook,1,0,Nos
,,,,,,8bb7kr5hhu,SAS Grade 9 Hindi,1,0,Nos
,,,,,,8bb3juon4g,SAS Grade 9 Notebook,1,0,Nos
,,,,,,8bb0up0gq4,SAS BP Grade 9 Stationery,1,0,Nos
,,,,,,8bbucv508n,SAS Suchitra Other,1,0,Nos
,,,,,,8bbn7ns75q,SAS Program,1,0,Nos
BOM-SAS Suchitra Grade 8 BookkitTelugu 2nd Lan Hin 3rd Lan-001,SAS Suchitra Grade 8 BookkitTelugu 2nd Lan Hin 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,7n1ecg17br,Grade 8 Mandate Textbook,1,0,Nos
,,,,,,7n17aatgig,SAS Grade 8 Telugu,1,0,Nos
,,,,,,7n1muubupv,SAS Grade 8 Notebook,1,0,Nos
,,,,,,7n1sn09tsm,SAS BP Grade 8 Stationery,1,0,Nos
,,,,,,7n1pfq2fhs,SAS Suchitra Other,1,0,Nos
,,,,,,7n1nfoef2n,SAS Program,1,0,Nos
BOM-SAS Suchitra Grade 8 BookkitFrench 2nd Lan Tel 3rd Lan-001,SAS Suchitra Grade 8 BookkitFrench 2nd Lan Tel 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,6rg5d693ej,Grade 8 Mandate Textbook,1,0,Nos
,,,,,,6rg3mj3tmn,SAS Grade 8 French,1,0,Nos
,,,,,,6rggh6qlut,SAS Grade 8 Notebook,1,0,Nos
,,,,,,6rg15m4it0,SAS BP Grade 8 Stationery,1,0,Nos
,,,,,,6rggsevo46,SAS Suchitra Other,1,0,Nos
,,,,,,6rg3h07mn9,SAS Program,1,0,Nos
BOM-SAS Suchitra Grade 8 Bookkit Hindi 2nd Lan Tel 3rd Lan-001,SAS Suchitra Grade 8 Bookkit Hindi 2nd Lan Tel 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,68ljqph481,Grade 8 Mandate Textbook,1,0,Nos
,,,,,,68l817n23u,SAS Grade 8 Hindi,1,0,Nos
,,,,,,68ls0slj3j,SAS Grade 8 Notebook,1,0,Nos
,,,,,,68l9hk3m2e,SAS BP Grade 8 Stationery,1,0,Nos
,,,,,,68l2d06hg5,SAS Suchitra Other,1,0,Nos
,,,,,,68l72jbg08,SAS Program,1,0,Nos
BOM-SAS Suchitra Grade 7 BookkitTelugu 2nd Lan Hin 3rd Lan-001,SAS Suchitra Grade 7 BookkitTelugu 2nd Lan Hin 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,4qm3e55v72,Grade 7 Mandate Textbook,1,0,Nos
,,,,,,4qm39c46jn,SAS Grade 7 Telugu,1,0,Nos
,,,,,,4qm8mfm53o,SAS Grade 7 Notebook,1,0,Nos
,,,,,,4qmf4j3ejv,SAS BP Grade 7 Stationery,1,0,Nos
,,,,,,4qmbigklvh,SAS Suchitra Other,1,0,Nos
,,,,,,4qmnil1n97,SAS Program,1,0,Nos
BOM-SAS Suchitra Grade 7 BookkitFrench 2nd Lan Tel 3rd Lan-001,SAS Suchitra Grade 7 BookkitFrench 2nd Lan Tel 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,4674dhhk2e,Grade 7 Mandate Textbook,1,0,Nos
,,,,,,467p0jedbs,SAS Grade 7 French,1,0,Nos
,,,,,,467atc54to,SAS Grade 7 Notebook,1,0,Nos
,,,,,,467gl8d9fo,SAS BP Grade 7 Stationery,1,0,Nos
,,,,,,467cjcb6oa,SAS Suchitra Other,1,0,Nos
,,,,,,467v9p7fme,SAS Program,1,0,Nos
BOM-SAS Suchitra Grade 7 BookkitHindi 2nd Lan Tel 3rd Lan-001,SAS Suchitra Grade 7 BookkitHindi 2nd Lan Tel 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,2nj736hbv1,Grade 7 Mandate Textbook,1,0,Nos
,,,,,,2njmimu0h2,SAS Grade 7 Hindi,1,0,Nos
,,,,,,2njepkilog,SAS Grade 7 Notebook,1,0,Nos
,,,,,,2njt58uf2e,SAS BP Grade 7 Stationery,1,0,Nos
,,,,,,2njfmlshe9,SAS Suchitra Other,1,0,Nos
,,,,,,2nj46f144a,SAS Program,1,0,Nos
BOM-SAS Suchitra Grade 6 BookkitTelugu 2nd Lan Hin 3rd Lan-001,SAS Suchitra Grade 6 BookkitTelugu 2nd Lan Hin 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,242l19h49b,Grade 6 Mandate Textbook,1,0,Nos
,,,,,,2427ap5je8,SAS Grade 6 Telugu,1,0,Nos
,,,,,,242cdb8puh,SAS Grade 6 Notebook,1,0,Nos
,,,,,,2421vv55lt,SAS BP Grade 6 Stationery,1,0,Nos
,,,,,,2426v1knc7,SAS Suchitra Other,1,0,Nos
,,,,,,242gq5nl8m,SAS Program,1,0,Nos
BOM-SAS Suchitra Grade 6 BookkitFrench 2nd Lan Tel 3rd Lan-001,SAS Suchitra Grade 6 BookkitFrench 2nd Lan Tel 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,1d2m711723,Grade 6 Mandate Textbook,1,0,Nos
,,,,,,1d2etf460j,SAS Grade 6 French,1,0,Nos
,,,,,,1d2nr18rli,SAS Grade 6 Notebook,1,0,Nos
,,,,,,1d2k7bml71,SAS BP Grade 6 Stationery,1,0,Nos
,,,,,,1d2cmp0bs9,SAS Suchitra Other,1,0,Nos
,,,,,,1d2qabm4i2,SAS Program,1,0,Nos
BOM-SAS Suchitra Grade 6 BookkitHindi 2nd Lan Tel 3rd Lan-001,SAS Suchitra Grade 6 BookkitHindi 2nd Lan Tel 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,0m2ctv4u21,Grade 6 Mandate Textbook,1,0,Nos
,,,,,,0m2naagvqk,SAS Grade 6 Hindi,1,0,Nos
,,,,,,0m2vlit0o1,SAS Grade 6 Notebook,1,0,Nos
,,,,,,0m2p1fsban,SAS BP Grade 6 Stationery,1,0,Nos
,,,,,,0m2emhn3m3,SAS Suchitra Other,1,0,Nos
,,,,,,0m291rss4k,SAS Program,1,0,Nos
BOM-SAS Suchitra Grade 5 BookkitFrench 2nd Lan Tel 3rd Lan-001,SAS Suchitra Grade 5 BookkitFrench 2nd Lan Tel 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,vvgj4j0a4s,Grade 5 Mandate Textbook,1,1679.54,Nos
,,,,,,vvge9k7f3i,SAS Grade 5 French,1,0,Nos
,,,,,,vvgni0qb14,SAS Grade 5 Notebook,1,0,Nos
,,,,,,vvgibmuq3b,SAS BP Grade 5 Stationery,1,0,Nos
,,,,,,vvglhju066,SAS Suchitra Other,1,0,Nos
,,,,,,vvg34qq75b,SAS Program,1,0,Nos
BOM-SAS Suchitra Grade 5 BookkitHindi 2nd Lan Tel 3rd Lan-001,SAS Suchitra Grade 5 BookkitHindi 2nd Lan Tel 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,vcobdegndm,Grade 5 Mandate Textbook,1,1679.54,Nos
,,,,,,vco2n5e1a5,SAS Grade 5 Hindi,1,0,Nos
,,,,,,vcod4l27a9,SAS Grade 5 Notebook,1,0,Nos
,,,,,,vco5lt6jcv,SAS BP Grade 5 Stationery,1,0,Nos
,,,,,,vco041sgvt,SAS Suchitra Other,1,0,Nos
,,,,,,vco7sucevt,SAS Program,1,0,Nos
BOM-SAS Suchitra Grade 5 BookkitTelugu 2nd Lan Hin 3rd Lan-001,SAS Suchitra Grade 5 BookkitTelugu 2nd Lan Hin 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,um42tpbeg4,Grade 5 Mandate Textbook,1,1679.54,Nos
,,,,,,um42srunp3,SAS Grade 5 Telugu,1,0,Nos
,,,,,,um4l9svpnd,SAS Grade 5 Notebook,1,0,Nos
,,,,,,um49tn3gs4,SAS BP Grade 5 Stationery,1,0,Nos
,,,,,,um4faq93n7,SAS Suchitra Other,1,0,Nos
,,,,,,um4g4l76e9,SAS Program,1,0,Nos
BOM-SAS Suchitra Grade 4 BookkitHindi 2nd Lan Tel 3rd Lan-001,SAS Suchitra Grade 4 BookkitHindi 2nd Lan Tel 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,turfdnrq4f,Grade 4 Mandate Textbook,1,1578.82,Nos
,,,,,,turtme88u7,SAS Grade 4 Hindi,1,0,Nos
,,,,,,tur3bkj3o1,SAS Grade 4 Notebook,1,0,Nos
,,,,,,turjvsgptp,SAS BP Grade 4 Stationery,1,0,Nos
,,,,,,ture0cpt3e,SAS Suchitra Other,1,0,Nos
,,,,,,turn2skt35,SAS Program,1,0,Nos
BOM-SAS Suchitra Grade 4 BookkitTelugu 2nd Lan Hin 3rd Lan-001,SAS Suchitra Grade 4 BookkitTelugu 2nd Lan Hin 3rd Lan,Inventre Edu Services Pvt Ltd,1,INR,1,t88sroccs4,Grade 4 Mandate Textbook,1,1578.82,Nos
,,,,,,t88fl5bvjg,SAS Grade 4 Telugu,1,0,Nos
,,,,,,t88q9egk8l,SAS Grade 4 Notebook,1,0,Nos
